restaurant_id,restaurant_name,cuisine,city,area,total_orders,total_cancellations,cancellation_rate_pct,avg_delivery_duration,avg_order_value,avg_quality_risk,restaurant_health_score,distinct_items_served,top_ordered_item
RST01585,Chao Fan Express Mirdif,Chinese,Dubai,Mirdif,362,59,16.3,43.11,115.44,0.428,0.527,10,Spring Rolls (4pcs)
RST01587,Adobo House Palm Jumeirah,Filipino,Dubai,Palm Jumeirah,415,35,8.43,43.49,202.72,0.324,0.936,10,Crispy Pata
RST01589,Babel Beirut Al Rashidiya,Lebanese,Ajman,Al Rashidiya,384,50,13.02,43.5,56.93,0.375,0.742,10,Shanklish Salad
RST01592,Patty Perfect Muwaileh,American,Sharjah,Muwaileh,405,47,11.6,42.43,61.15,0.371,0.749,10,Loaded Fries
RST01597,Liberty Grill DIFC,American,Dubai,DIFC,363,34,9.37,44.18,261.26,0.356,0.812,10,Philly Cheesesteak
RST01602,La Cucina Muhaisnah,Italian,Dubai,Muhaisnah,392,36,9.18,44.31,70.34,0.33,0.93,10,Margherita Pizza
RST01603,Peking House Jumeirah,Chinese,Dubai,Jumeirah,373,33,8.85,43.83,108.61,0.396,0.67,10,Wonton Soup
RST01605,Golden Curry Satwa,Indian,Dubai,Satwa,417,63,15.11,42.6,57.97,0.396,0.628,10,Gulab Jamun
RST01618,Bedouin Kitchen Al Khalidiyah,Arabic,Abu Dhabi,Al Khalidiyah,376,37,9.84,43.43,124.9,0.366,0.747,10,Dates & Karak
RST01619,Pinoy Kitchen Al Nahda,Filipino,Sharjah,Al Nahda,376,55,14.63,42.51,49.5,0.427,0.55,10,Chicken Adobo
RST01631,Namaste Kitchen Al Majaz,Indian,Sharjah,Al Majaz,415,47,11.33,43.17,57.72,0.366,0.743,10,Samosa (2pcs)
RST01636,Lucky Wok Dubai South,Chinese,Dubai,Dubai South,382,37,9.69,43.74,54.03,0.371,0.776,10,Dim Sum Basket
RST01667,Yakitori Yoshi Bur Dubai,Japanese,Dubai,Bur Dubai,413,60,14.53,42.43,73.73,0.386,0.663,10,Dragon Roll
RST01668,Royal Biryani House Marina,Indian,Dubai,Marina,338,41,12.13,43.35,248.74,0.421,0.583,10,Samosa (2pcs)
RST01670,Shake Shack Express Yas Island,American,Abu Dhabi,Yas Island,379,59,15.57,42.94,264.13,0.445,0.444,10,Beef Hot Dog
RST01671,Punjab Grill Downtown,Indian,Dubai,Downtown,369,28,7.59,43.91,232.55,0.354,0.808,10,Lamb Rogan Josh
RST01681,Arabian Nights Kitchen Al Majaz,Arabic,Sharjah,Al Majaz,349,37,10.6,41.68,64.58,0.433,0.505,10,Chicken Shawarma
RST01682,Golden Dragon Jumeirah,Chinese,Dubai,Jumeirah,413,38,9.2,42.88,110.85,0.313,0.981,10,Wonton Soup
RST01687,Masala Junction Dubai South,Indian,Dubai,Dubai South,384,48,12.5,42.26,55.74,0.386,0.652,10,Garlic Naan
RST01690,Punjab Grill Al Majaz,Indian,Sharjah,Al Majaz,368,50,13.59,42.46,58.31,0.392,0.636,10,Chicken Tikka Masala
RST01709,Karachi Darbar Al Reem Island,Pakistani,Abu Dhabi,Al Reem Island,365,41,11.23,41.79,104.5,0.361,0.757,10,Sheer Khurma
RST01715,Arabian Nights Kitchen Downtown,Arabic,Dubai,Downtown,427,72,16.86,42.86,299.84,0.425,0.501,10,Grilled Hammour
RST01718,Fattoush Kitchen Al Quoz,Lebanese,Dubai,Al Quoz,371,46,12.4,42.74,57.05,0.378,0.715,10,Shanklish Salad
RST01730,Sashimi Bar Shahama,Japanese,Abu Dhabi,Shahama,398,34,8.54,43.14,78.6,0.345,0.849,10,Tonkotsu Ramen
RST01752,Desi Zaika Khalidiyah,Pakistani,Abu Dhabi,Khalidiyah,352,51,14.49,44.99,106.99,0.394,0.641,10,Nihari
RST01773,Al Hamra Pakistani Business Bay,Pakistani,Dubai,Business Bay,374,36,9.63,41.96,100.33,0.348,0.884,10,Paya Soup
RST01774,Maharaja Palace Downtown,Indian,Dubai,Downtown,358,31,8.66,41.26,253.45,0.327,0.898,10,Chicken Tikka Masala
RST01776,Delhi Darbar Al Rashidiya,Indian,Ajman,Al Rashidiya,377,43,11.41,41.81,56.05,0.399,0.628,10,Dal Makhani
RST01794,Punjab Grill Downtown,Indian,Dubai,Downtown,418,53,12.68,42.89,244.18,0.391,0.635,10,Lamb Rogan Josh
RST01795,Al Dawaar Grill Oud Metha,Arabic,Dubai,Oud Metha,360,37,10.28,41.93,128.96,0.358,0.798,10,Hummus Platter
RST01803,Royal Biryani House Al Majaz,Indian,Sharjah,Al Majaz,362,41,11.33,42.9,57.21,0.338,0.86,10,Palak Paneer
RST01807,Adobo House Festival City,Filipino,Dubai,Festival City,393,61,15.52,42.34,206.2,0.418,0.522,10,Chicken Adobo
RST01811,Sawadee Kitchen Muhaisnah,Thai,Dubai,Muhaisnah,400,39,9.75,41.89,53.04,0.378,0.688,5,Mango Sticky Rice
RST01816,Sarap Dito Al Reem Island,Filipino,Abu Dhabi,Al Reem Island,368,28,7.61,42.6,101.29,0.31,0.984,10,Pancit Canton
RST01840,Vesuvio Kitchen Khalifa City,Italian,Abu Dhabi,Khalifa City,413,41,9.93,42.8,135.36,0.378,0.704,10,Caprese Salad
RST01848,Pizza Express Dubai Dubai Hills,Italian,Dubai,Dubai Hills,393,42,10.69,42.74,339.6,0.383,0.679,10,Risotto ai Funghi
RST01853,Tagalog Tastes Business Bay,Filipino,Dubai,Business Bay,372,51,13.71,44.14,103.19,0.421,0.563,10,Longganisa Rice
RST01860,Babel Beirut Saadiyat Island,Lebanese,Abu Dhabi,Saadiyat Island,372,30,8.06,44.14,251.02,0.333,0.881,10,Mezze Platter
RST01874,Bella Napoli Muwaileh,Italian,Sharjah,Muwaileh,389,46,11.83,42.18,66.73,0.359,0.793,10,Margherita Pizza
RST01876,Chao Fan Express Corniche,Chinese,Abu Dhabi,Corniche,360,34,9.44,42.48,229.4,0.349,0.825,10,Beef Chow Mein
RST01878,Khaleeji Bites Satwa,Arabic,Dubai,Satwa,376,37,9.84,43.09,62.15,0.396,0.673,10,Lamb Mandi
RST01881,Edo Japanese Sports City,Japanese,Dubai,Sports City,416,36,8.65,43.58,154.61,0.329,0.912,10,Matcha Ice Cream
RST01888,Golden Dragon Al Muroor,Chinese,Abu Dhabi,Al Muroor,398,48,12.06,42.55,54.57,0.425,0.545,10,Steamed Dumplings
RST01892,Amalfi Table Al Taawun,Italian,Sharjah,Al Taawun,398,40,10.05,43.83,68.77,0.324,0.94,10,Caprese Salad
RST01899,Spice Route Shahama,Indian,Abu Dhabi,Shahama,386,50,12.95,41.71,56.35,0.379,0.711,10,Butter Chicken
RST01923,Chao Fan Express Palm Jumeirah,Chinese,Dubai,Palm Jumeirah,342,41,11.99,40.92,239.01,0.451,0.398,10,Spring Rolls (4pcs)
RST01928,Golden Dragon International City,Chinese,Dubai,International City,368,49,13.32,44.15,53.78,0.429,0.539,10,Wonton Soup
RST01932,Mezze House DIFC,Lebanese,Dubai,DIFC,400,43,10.75,42.53,248.63,0.378,0.724,10,Knafeh
RST01933,Shake Shack Express Hamdan Street,American,Abu Dhabi,Hamdan Street,346,50,14.45,41.88,120.95,0.412,0.572,10,Beef Hot Dog
RST01947,Spice Route Marina,Indian,Dubai,Marina,401,37,9.23,42.56,255.05,0.342,0.916,10,Garlic Naan
RST01949,Byblos on the Sea Deira,Lebanese,Dubai,Deira,376,46,12.23,41.88,58.21,0.387,0.67,10,Chicken Tawook
RST01962,Pasta Fresca Creek Harbour,Italian,Dubai,Creek Harbour,352,40,11.36,43.75,318.29,0.368,0.761,10,Bruschetta
RST01965,Al Hamra Pakistani Al Rashidiya,Pakistani,Ajman,Al Rashidiya,373,29,7.77,40.93,48.87,0.355,0.803,10,Karahi Chicken
RST01966,Chao Fan Express Jumeirah Village Triangle,Chinese,Dubai,Jumeirah Village Triangle,405,40,9.88,43.15,114.23,0.343,0.855,10,Wonton Soup
RST01978,La Cucina Al Nahda,Italian,Sharjah,Al Nahda,346,40,11.56,42.49,67.92,0.38,0.696,10,Pasta Carbonara
RST01982,Al Fanar Mirdif,Arabic,Dubai,Mirdif,354,43,12.15,42.39,129.42,0.369,0.732,10,Mixed Grill
RST00024,Mumbai Street Food Dubai Hills,Indian,Dubai,Dubai Hills,390,38,9.74,42.66,242.14,0.336,0.887,10,Butter Chicken
RST00026,Royal Biryani House International City,Indian,Dubai,International City,374,54,14.44,43.48,57.55,0.429,0.49,10,Garlic Naan
RST00097,Pinoy Kitchen Al Taawun,Filipino,Sharjah,Al Taawun,391,34,8.7,44.27,50.69,0.37,0.765,10,Pancit Canton
RST00103,Curry Leaf Al Rashidiya,Indian,Ajman,Al Rashidiya,384,41,10.68,43.33,58.27,0.441,0.465,10,Garlic Naan
RST00105,Shawarma Station Jumeirah Village Circle,Arabic,Dubai,Jumeirah Village Circle,362,32,8.84,41.84,123.15,0.363,0.75,10,Dates & Karak
RST00110,The Wing Co Mirdif,American,Dubai,Mirdif,396,45,11.36,43.11,124.9,0.324,0.874,10,Classic Smash Burger
RST00113,Curry Leaf Al Mushrif,Indian,Abu Dhabi,Al Mushrif,411,45,10.95,44.71,111.89,0.346,0.847,10,Chicken Biryani
RST00126,Arabian Nights Kitchen Al Taawun,Arabic,Sharjah,Al Taawun,362,46,12.71,42.27,62.99,0.328,0.913,10,Lamb Mandi
RST00141,Haleem Express Deira,Pakistani,Dubai,Deira,412,36,8.74,42.9,51.26,0.341,0.838,10,Karahi Chicken
RST00147,Golden Curry Al Furjan,Indian,Dubai,Al Furjan,384,42,10.94,41.83,119.82,0.403,0.618,10,Chicken Biryani
RST00149,Adobo House Downtown,Filipino,Dubai,Downtown,360,32,8.89,44.13,197.27,0.345,0.874,10,Longganisa Rice
RST00150,Smash & Stack Al Reem Island,American,Abu Dhabi,Al Reem Island,377,39,10.34,41.97,125.33,0.363,0.73,10,Chocolate Milkshake
RST00153,The Wing Co Al Nahda Dubai,American,Dubai,Al Nahda Dubai,364,39,10.71,41.75,61.03,0.337,0.868,10,Nashville Hot Tenders
RST00155,Karachi Darbar Karama,Pakistani,Dubai,Karama,394,52,13.2,42.33,50.55,0.421,0.526,10,Karahi Chicken
RST00157,Chai & Spice Karama,Indian,Dubai,Karama,386,31,8.03,42.84,56.56,0.347,0.834,10,Chicken Biryani
RST00163,Lahori Chaska Al Majaz,Pakistani,Sharjah,Al Majaz,368,40,10.87,42.98,51.52,0.361,0.764,10,Chapli Kebab
RST00166,Saffron Table Discovery Gardens,Indian,Dubai,Discovery Gardens,383,45,11.75,42.08,55.2,0.343,0.84,10,Gulab Jamun
RST00169,Adobo House Al Nahda,Filipino,Sharjah,Al Nahda,400,38,9.5,42.31,50.66,0.328,0.876,10,Sisig Rice Bowl
RST00192,Golden Dragon Khalidiyah,Chinese,Abu Dhabi,Khalidiyah,365,44,12.05,43.06,107.27,0.335,0.872,10,Sweet & Sour Pork
RST00196,Pizza Express Dubai Festival City,Italian,Dubai,Festival City,388,41,10.57,42.78,314.27,0.358,0.775,10,Cannoli Siciliani
RST00205,Pinoy Kitchen DIFC,Filipino,Dubai,DIFC,383,54,14.1,42.41,202.6,0.376,0.675,10,Pancit Canton
RST00206,Lutong Bahay Al Furjan,Filipino,Dubai,Al Furjan,395,31,7.85,42.54,98.8,0.367,0.76,10,Sisig Rice Bowl
RST00218,Punjab Grill Karama,Indian,Dubai,Karama,418,52,12.44,41.37,56.3,0.348,0.809,10,Butter Chicken
RST00223,Green Valley Pakistani Al Rashidiya,Pakistani,Ajman,Al Rashidiya,364,52,14.29,40.8,48.83,0.412,0.586,10,Haleem
RST00232,Ramen Republic Al Reef,Japanese,Abu Dhabi,Al Reef,397,45,11.34,42.46,73.02,0.343,0.854,10,Beef Gyoza (6pcs)
RST00234,Pinoy Kitchen Al Nahda,Filipino,Sharjah,Al Nahda,386,39,10.1,42.29,46.95,0.334,0.913,10,Longganisa Rice
RST00250,Tandoor House Al Furjan,Indian,Dubai,Al Furjan,383,33,8.62,42.56,113.88,0.336,0.864,10,Mango Lassi
RST00252,Tandoor House Yas Island,Indian,Abu Dhabi,Yas Island,390,37,9.49,40.72,244.8,0.31,0.969,10,Samosa (2pcs)
RST00266,Nobu Express Al Quoz,Japanese,Dubai,Al Quoz,393,28,7.12,41.19,73.78,0.35,0.846,10,Yakitori Skewers
RST00267,Nonna Rosa Al Nahda,Italian,Sharjah,Al Nahda,409,54,13.2,44.26,70.91,0.408,0.612,10,Bruschetta
RST00272,Al Safadi Creek Harbour,Arabic,Dubai,Creek Harbour,382,32,8.38,41.72,296.79,0.313,0.966,10,Chicken Shawarma
RST00298,Maharaja Palace JLT,Indian,Dubai,JLT,388,54,13.92,42.99,118.2,0.459,0.373,10,Garlic Naan
RST00306,Peshawar Wala Creek Harbour,Pakistani,Dubai,Creek Harbour,348,36,10.34,44.01,221.27,0.341,0.821,10,Sheer Khurma
RST00318,Chai & Spice Al Nahda,Indian,Sharjah,Al Nahda,357,44,12.32,43.33,56.32,0.341,0.862,10,Palak Paneer
RST00323,Lahori Chaska Discovery Gardens,Pakistani,Dubai,Discovery Gardens,352,49,13.92,43.81,51.99,0.437,0.466,10,Nihari
RST00339,Capricciosa Al Reem Island,Italian,Abu Dhabi,Al Reem Island,419,48,11.46,43.33,143.68,0.448,0.44,10,Cannoli Siciliani
RST00340,Saffron Table Muwaileh,Indian,Sharjah,Muwaileh,401,57,14.21,43.71,56.5,0.442,0.44,10,Chicken Tikka Masala
RST00341,Nashville Hot Corniche,American,Abu Dhabi,Corniche,341,32,9.38,43.47,248.78,0.362,0.794,10,Mac & Cheese
RST00347,Maharaja Palace Al Reem Island,Indian,Abu Dhabi,Al Reem Island,410,46,11.22,42.83,120.45,0.403,0.6,10,Butter Chicken
RST00353,Arabian Nights Kitchen Al Reem Island,Arabic,Abu Dhabi,Al Reem Island,353,36,10.2,41.74,130.52,0.356,0.783,10,Kabsa
RST00360,Yakitori Yoshi Al Karamah,Japanese,Abu Dhabi,Al Karamah,362,55,15.19,43.43,153.01,0.398,0.632,10,Tonkotsu Ramen
RST00367,Dim Sum Palace Al Nahda,Chinese,Sharjah,Al Nahda,366,43,11.75,41.65,56.71,0.445,0.451,10,Mapo Tofu
RST00376,Golden Curry Hamdan Street,Indian,Abu Dhabi,Hamdan Street,369,49,13.28,41.96,116.05,0.453,0.421,10,Chicken Tikka Masala
RST00387,Jollibee Express Dubai Hills,Filipino,Dubai,Dubai Hills,403,58,14.39,43.58,205.53,0.413,0.569,10,Sinigang na Baboy
RST00411,BBQ Tonight Al Muroor,Pakistani,Abu Dhabi,Al Muroor,363,32,8.82,42.12,54.14,0.349,0.833,10,Seekh Kebab
RST00413,Royal Biryani House Al Mushrif,Indian,Abu Dhabi,Al Mushrif,397,44,11.08,42.48,116.38,0.436,0.475,10,Butter Chicken
RST00422,Namaste Kitchen Al Nahda,Indian,Sharjah,Al Nahda,403,45,11.17,42.71,58.27,0.376,0.72,10,Lamb Rogan Josh
RST00435,Nobu Express Al Nuaimiya,Japanese,Ajman,Al Nuaimiya,411,34,8.27,43.57,75.62,0.358,0.796,10,Salmon Sushi Roll
RST00443,Golden Dragon Electra Street,Chinese,Abu Dhabi,Electra Street,370,40,10.81,42.16,109.38,0.362,0.76,10,Kung Pao Chicken
RST00449,Emirati Table Downtown,Arabic,Dubai,Downtown,398,40,10.05,43.43,300.5,0.321,0.927,10,Hummus Platter
RST00450,Chai & Spice Dubai Hills,Indian,Dubai,Dubai Hills,378,54,14.29,43.49,240.14,0.391,0.668,10,Mango Lassi
RST00456,Mandi House Deira,Arabic,Dubai,Deira,366,39,10.66,42.78,60.72,0.337,0.863,10,Falafel Wrap
RST00461,Mandi House Deira,Arabic,Dubai,Deira,390,48,12.31,45.77,64.58,0.368,0.757,10,Dates & Karak
RST00472,Liberty Grill Al Karamah,American,Abu Dhabi,Al Karamah,384,27,7.03,43.94,127.05,0.341,0.877,10,Philly Cheesesteak
RST00487,Chai & Spice Satwa,Indian,Dubai,Satwa,408,38,9.31,41.97,56.99,0.348,0.855,10,Lamb Rogan Josh
RST00501,Tagalog Tastes Hamdan Street,Filipino,Abu Dhabi,Hamdan Street,379,55,14.51,42.1,95.05,0.423,0.534,10,Sisig Rice Bowl
RST00522,Bollywood Bites Bur Dubai,Indian,Dubai,Bur Dubai,419,49,11.69,43.21,56.64,0.392,0.684,10,Mango Lassi
RST00538,Emirati Table Downtown,Arabic,Dubai,Downtown,406,34,8.37,42.37,296.16,0.353,0.82,10,Hummus Platter
RST00543,Nonna Rosa Jumeirah,Italian,Dubai,Jumeirah,424,50,11.79,42.48,134.38,0.399,0.627,10,Tiramisu
RST00546,Peking House Downtown,Chinese,Dubai,Downtown,379,72,19.0,43.43,235.25,0.459,0.396,10,Steamed Dumplings
RST00551,Mezze House Discovery Gardens,Lebanese,Dubai,Discovery Gardens,377,51,13.53,41.14,56.57,0.436,0.447,10,Warak Dawali
RST00554,Amalfi Table Al Taawun,Italian,Sharjah,Al Taawun,372,29,7.8,42.97,66.89,0.328,0.934,10,Bruschetta
RST00567,Liberty Grill Motor City,American,Dubai,Motor City,395,55,13.92,42.14,124.15,0.4,0.648,10,Chocolate Milkshake
RST00569,Curry Leaf Al Taawun,Indian,Sharjah,Al Taawun,411,50,12.17,43.46,57.57,0.429,0.504,10,Chicken Tikka Masala
RST00573,Karachi Darbar Al Nahda Dubai,Pakistani,Dubai,Al Nahda Dubai,398,53,13.32,43.77,50.73,0.411,0.596,10,Mutton Biryani
RST00576,Green Valley Pakistani Al Taawun,Pakistani,Sharjah,Al Taawun,383,43,11.23,42.7,52.06,0.399,0.631,10,Karahi Chicken
RST00586,The Wing Co Oud Metha,American,Dubai,Oud Metha,419,38,9.07,43.63,125.22,0.351,0.844,10,Classic Smash Burger
RST00588,Chai & Spice Khalifa City,Indian,Abu Dhabi,Khalifa City,392,38,9.69,42.8,120.0,0.378,0.727,10,Chicken Tikka Masala
RST00597,Burger District Jumeirah,American,Dubai,Jumeirah,389,48,12.34,43.91,121.94,0.413,0.545,10,Beef Hot Dog
RST00599,Curry Leaf Al Majaz,Indian,Sharjah,Al Majaz,383,34,8.88,44.15,55.21,0.352,0.865,10,Dal Makhani
RST00606,Haleem Express Business Bay,Pakistani,Dubai,Business Bay,405,58,14.32,42.13,98.42,0.431,0.521,10,Karahi Chicken
RST00607,Royal Biryani House Downtown,Indian,Dubai,Downtown,359,48,13.37,42.46,260.57,0.377,0.729,10,Samosa (2pcs)
RST00638,Emirati Table Jumeirah Village Triangle,Arabic,Dubai,Jumeirah Village Triangle,371,52,14.02,42.68,135.89,0.406,0.574,10,Dates & Karak
RST00643,Jollibee Express Karama,Filipino,Dubai,Karama,395,28,7.09,43.94,49.45,0.324,0.941,10,Crispy Pata
RST00645,Vesuvio Kitchen Al Nahda,Italian,Sharjah,Al Nahda,371,36,9.7,44.28,68.88,0.347,0.856,10,Risotto ai Funghi
RST00646,Punjab Grill JLT,Indian,Dubai,JLT,384,42,10.94,43.32,120.23,0.35,0.852,10,Mango Lassi
RST00668,Liberty Grill Downtown,American,Dubai,Downtown,398,32,8.04,42.41,257.58,0.342,0.853,10,BBQ Chicken Wings
RST00679,Pampanga Kitchen Marina,Filipino,Dubai,Marina,397,44,11.08,45.84,196.85,0.414,0.635,10,Sinigang na Baboy
RST00680,Pizza Express Dubai Garhoud,Italian,Dubai,Garhoud,367,37,10.08,43.94,149.85,0.329,0.934,10,Caprese Salad
RST00691,Manila Garden Al Reef,Filipino,Abu Dhabi,Al Reef,399,46,11.53,43.1,49.24,0.346,0.844,10,Sisig Rice Bowl
RST00712,Karachi Darbar Hamdan Street,Pakistani,Abu Dhabi,Hamdan Street,366,46,12.57,41.98,101.57,0.345,0.799,10,Nihari
RST00722,Ihaw Ihaw Al Barsha,Filipino,Dubai,Al Barsha,374,28,7.49,42.56,100.27,0.331,0.893,10,Sisig Rice Bowl
RST00727,Delhi Darbar DIFC,Indian,Dubai,DIFC,402,39,9.7,42.7,243.37,0.389,0.674,10,Chicken Biryani
RST00746,Bella Napoli JLT,Italian,Dubai,JLT,382,41,10.73,42.18,138.72,0.327,0.914,10,Bruschetta
RST00749,Mumbai Street Food Al Majaz,Indian,Sharjah,Al Majaz,377,37,9.81,43.19,57.58,0.337,0.847,10,Chicken Biryani
RST00752,Khaleeji Bites Masdar City,Arabic,Abu Dhabi,Masdar City,389,48,12.34,43.98,132.62,0.39,0.682,10,Mixed Grill
RST00755,Bollywood Bites Business Bay,Indian,Dubai,Business Bay,361,33,9.14,43.14,110.48,0.363,0.767,10,Chicken Tikka Masala
RST00757,Babel Beirut Garhoud,Lebanese,Dubai,Garhoud,399,45,11.28,41.93,116.03,0.412,0.598,10,Lamb Kibbeh
RST00764,Al Hamra Pakistani Al Majaz,Pakistani,Sharjah,Al Majaz,345,28,8.12,43.12,50.17,0.331,0.914,10,Haleem
RST00770,Shawarma Station Arabian Ranches,Arabic,Dubai,Arabian Ranches,389,39,10.03,44.29,128.73,0.369,0.771,10,Machboos
RST00780,Delhi Darbar Al Nahda,Indian,Sharjah,Al Nahda,375,37,9.87,42.74,59.08,0.322,0.905,10,Butter Chicken
RST00785,Haleem Express Sports City,Pakistani,Dubai,Sports City,390,35,8.97,43.95,104.52,0.351,0.812,10,Chapli Kebab
RST00792,Shawarma Station Yas Island,Arabic,Abu Dhabi,Yas Island,411,44,10.71,43.49,294.93,0.365,0.759,10,Mixed Grill
RST00810,Tawlet Al Majaz,Lebanese,Sharjah,Al Majaz,399,28,7.02,44.3,58.38,0.314,0.971,10,Chicken Tawook
RST00816,Maharaja Palace Jumeirah Village Circle,Indian,Dubai,Jumeirah Village Circle,324,44,13.58,42.89,119.32,0.458,0.382,10,Chicken Tikka Masala
RST00828,Bedouin Kitchen Al Nahda,Arabic,Sharjah,Al Nahda,351,54,15.38,43.07,64.72,0.41,0.586,10,Kabsa
RST00838,Liberty Grill Oud Metha,American,Dubai,Oud Metha,377,47,12.47,42.91,120.05,0.438,0.461,10,Crispy Chicken Sandwich
RST00859,Nashville Hot DIFC,American,Dubai,DIFC,369,41,11.11,43.24,274.71,0.456,0.445,10,Onion Rings
RST00860,Golden Dragon Al Nuaimiya,Chinese,Ajman,Al Nuaimiya,407,55,13.51,42.95,55.56,0.4,0.598,10,Sweet & Sour Pork
RST00864,Maharaja Palace Sports City,Indian,Dubai,Sports City,376,48,12.77,44.14,114.08,0.405,0.608,10,Palak Paneer
RST00870,Namaste Kitchen Al Nahda,Indian,Sharjah,Al Nahda,392,40,10.2,41.43,58.48,0.357,0.763,10,Garlic Naan
RST00874,Shake Shack Express Downtown,American,Dubai,Downtown,390,39,10.0,42.89,267.67,0.343,0.844,10,Classic Smash Burger
RST00877,Wok to Walk Downtown,Chinese,Dubai,Downtown,370,49,13.24,41.34,231.41,0.409,0.597,10,Steamed Dumplings
RST00884,All American Diner Al Nahda,American,Sharjah,Al Nahda,398,46,11.56,42.44,59.0,0.387,0.675,10,Classic Smash Burger
RST00889,Karachi Darbar Jumeirah Village Triangle,Pakistani,Dubai,Jumeirah Village Triangle,417,28,6.71,43.49,103.84,0.336,0.903,10,Chapli Kebab
RST00892,Masala Junction Discovery Gardens,Indian,Dubai,Discovery Gardens,377,40,10.61,41.73,58.65,0.407,0.539,10,Butter Chicken
RST00903,BBQ Smokehouse Downtown,American,Dubai,Downtown,394,32,8.12,42.14,266.51,0.323,0.917,10,Mac & Cheese
RST00918,Desi Zaika Muwaileh,Pakistani,Sharjah,Muwaileh,398,38,9.55,43.89,49.69,0.349,0.829,10,Mutton Biryani
RST00928,Patty Perfect Al Quoz,American,Dubai,Al Quoz,388,46,11.86,42.59,63.09,0.401,0.643,10,BBQ Chicken Wings
RST00933,Karachi Darbar Khalifa City,Pakistani,Abu Dhabi,Khalifa City,381,31,8.14,43.14,106.26,0.344,0.847,10,Seekh Kebab
RST00934,Katsu Corner DIFC,Japanese,Dubai,DIFC,385,38,9.87,43.31,370.4,0.366,0.791,10,Teriyaki Chicken Bowl
RST00935,Babel Beirut DIFC,Lebanese,Dubai,DIFC,361,42,11.63,42.22,242.09,0.373,0.743,10,Warak Dawali
RST00941,The Wing Co Bur Dubai,American,Dubai,Bur Dubai,399,31,7.77,42.26,64.8,0.372,0.758,10,Mac & Cheese
RST00951,Nihari House Al Rashidiya,Pakistani,Ajman,Al Rashidiya,384,47,12.24,41.37,49.86,0.362,0.75,10,Chapli Kebab
RST00958,Smash & Stack Business Bay,American,Dubai,Business Bay,407,44,10.81,43.72,131.54,0.381,0.678,10,Onion Rings
RST00959,La Cucina Al Barsha,Italian,Dubai,Al Barsha,368,57,15.49,42.13,140.35,0.437,0.462,10,Bruschetta
RST00960,Izakaya House Nad Al Sheba,Japanese,Dubai,Nad Al Sheba,369,47,12.74,43.17,157.3,0.394,0.617,10,Salmon Sushi Roll
RST00963,Pinoy Kitchen Al Mushrif,Filipino,Abu Dhabi,Al Mushrif,403,47,11.66,44.08,96.66,0.367,0.792,10,Chicken Adobo
RST00964,BBQ Smokehouse Arabian Ranches,American,Dubai,Arabian Ranches,390,54,13.85,43.88,124.27,0.37,0.741,10,Crispy Chicken Sandwich
RST00975,Al Safadi DIFC,Arabic,Dubai,DIFC,426,40,9.39,42.39,298.55,0.346,0.867,10,Chicken Shawarma
RST00977,Patty Perfect Hamdan Street,American,Abu Dhabi,Hamdan Street,344,38,11.05,42.41,119.77,0.362,0.779,10,Crispy Chicken Sandwich
RST00979,Sashimi Bar DIFC,Japanese,Dubai,DIFC,362,38,10.5,44.82,354.37,0.326,0.892,10,Edamame
RST00980,Babel Beirut Deira,Lebanese,Dubai,Deira,383,32,8.36,43.42,57.68,0.323,0.962,10,Chicken Tawook
RST00985,Cedar Tree Mohammed Bin Zayed City,Lebanese,Abu Dhabi,Mohammed Bin Zayed City,370,51,13.78,41.87,54.78,0.398,0.624,10,Knafeh
RST00990,Pampanga Kitchen Arabian Ranches,Filipino,Dubai,Arabian Ranches,388,33,8.51,44.58,98.26,0.386,0.724,10,Pancit Canton
RST00994,Desi Zaika Palm Jumeirah,Pakistani,Dubai,Palm Jumeirah,377,46,12.2,43.55,220.03,0.367,0.748,10,Sheer Khurma
RST01024,The Wing Co Jumeirah,American,Dubai,Jumeirah,354,36,10.17,41.38,126.17,0.336,0.86,10,Mac & Cheese
RST01031,Lotus Thai Al Majaz,Thai,Sharjah,Al Majaz,380,26,6.84,41.26,53.66,0.333,0.864,5,Mango Sticky Rice
RST01032,Bella Napoli Al Taawun,Italian,Sharjah,Al Taawun,383,36,9.4,44.19,67.58,0.36,0.804,10,Risotto ai Funghi
RST01036,Peshawar Wala Business Bay,Pakistani,Dubai,Business Bay,359,51,14.21,43.39,104.59,0.38,0.685,10,Haleem
RST01054,Zaatar w Zeit Yas Island,Lebanese,Abu Dhabi,Yas Island,384,52,13.54,42.31,238.5,0.399,0.639,10,Knafeh
RST01058,Emirati Table Deira,Arabic,Dubai,Deira,383,35,9.14,41.66,64.23,0.356,0.777,10,Mixed Grill
RST01059,Chai & Spice Marina,Indian,Dubai,Marina,373,45,12.06,44.59,231.34,0.391,0.673,10,Dal Makhani
RST01061,Byblos on the Sea Palm Jumeirah,Lebanese,Dubai,Palm Jumeirah,375,50,13.33,43.5,239.53,0.388,0.646,10,Kafta Wrap
RST01072,Fattoush Kitchen Jumeirah Village Circle,Lebanese,Dubai,Jumeirah Village Circle,396,48,12.12,43.24,120.51,0.372,0.732,10,Fattoush Salad
RST01073,Sisig Station Al Nuaimiya,Filipino,Ajman,Al Nuaimiya,363,44,12.12,43.46,50.21,0.45,0.441,10,Chicken Adobo
